SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
64NJ,FALSE,HELIPORT,13746.24*H,VERIZON - CDC II,Eastern,NJ,MONMOUTH,FREEHOLD TOWNSHIP,40.23816667,-74.31986111,176,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13746.24*H,NJ,H1,1000,210,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
JY25,0,HELIPORT,13760.8*H,LIBERTY CROSS LANDING,Eastern,NJ,SOMERSET,GLADSTONE,40.72313889,-74.68794444,380,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1995,,,,,,N,,Y-L,,,,,,13760.8*H,NJ,H1,30,30,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
5NJ9,0,HELIPORT,13763.*H,WEST JERSEY HOSPITAL,Eastern,NJ,CAMDEN,GLENDALE/VOORHEES,39.86288889,-74.96016667,124,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1995,,,,,,N,,Y-L,,,,,,13763.*H,NJ,H1,88,88,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
JY27,FALSE,HELIPORT,13770.01*H,WHITE WILLOW,Eastern,NJ,WARREN,GREAT MEADOWS,40.92822222,-74.84394444,552,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1995,,,,122.8,,N,,Y-L,,,,,,13770.01*H,NJ,H1,16,16,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
98NJ,0,HELIPORT,13779.*H,CREAMER,Eastern,NJ,BERGEN,HACKENSACK,40.87536111,-74.03513889,10,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y-L,,,,,,13779.*H,NJ,H1,36,36,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ22,1,HELIPORT,13779.1*H,HACKENSACK MEDICAL CENTER,Eastern,NJ,BERGEN,HACKENSACK,40.88427778,-74.05611111,159,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,SS-SR,,,N,CGY,Y-L,,,,,,13779.1*H,NJ,H1,45,45,MATS,MATS,,,PERI,H1,,,,BSC,,40.88427778,-74.05611111,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/11/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
NJ66,1,HELIPORT,13781.01*H,HACKETTSTOWN COMMUNITY HOSPITAL,Eastern,NJ,WARREN,HACKETTSTOWN,40.86166667,-74.81463889,612,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,N,,,,,,13781.01*H,NJ,H1,85,85,TURF,TURF,,,,H1,,,N,,,40.86166667,-74.81463889,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/18/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
94NJ,0,HELIPORT,13781.02*H,PIO COSTA SAND & GRAVEL,Eastern,NJ,WARREN,HACKETTSTOWN/GREAT MEADOWS,40.86397222,-74.91905556,550,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1990,,,,,,N,,Y,,,,,,13781.02*H,NJ,H1,50,50,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
2JY3,0,HELIPORT,13796.24*H,WM B  KESSLER MEMORIAL HOSPITAL,Eastern,NJ,ATLANTIC,HAMMONTON,39.63138889,-74.77275,71,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,SS-SR,,,,CGY,Y,,,,,,13796.24*H,NJ,H1,30,30,ASPH-G,ASPH,,,PERI,H1,,,,,,39.63138889,-74.77275,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,6/19/2006 0:00,,,,,,,FAA-EST IMAGERY,4/16/2016 0:00,OWNER,6/19/2006 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
49NJ,0,HELIPORT,13796.23*H,BERTINO,Eastern,NJ,ATLANTIC,HAMMONTON,39.63566667,-74.74902778,70,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13796.23*H,NJ,H1,1000,100,TURF,TURF,,,,H1,,,,,,39.63566667,-74.74902778,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
2NJ8,0,HELIPORT,13817.*H,PEDDIE SCHOOL,Eastern,NJ,MERCER,HIGHTSTOWN,40.26175,-74.51958333,106,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,1990,,,,123.05,,N,,Y-L,,,,,,13817.*H,NJ,H1,40,40,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ71,0,HELIPORT,13834.6*H,HOLMANSVILLE,Eastern,NJ,OCEAN,HOLMANSVILLE,40.10011111,-74.31763889,110,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,N,,,,,,13834.6*H,NJ,H1,475,465,TURF-F,TURF,,,,H1,,,,NONE,F,40.10011111,-74.31763889,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ73,0,HELIPORT,13835.2*H,STATE POLICE HOLMDEL HELISPOT,Eastern,NJ,MONMOUTH,HOLMDEL,40.39425,-74.17930556,240,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13835.2*H,NJ,H1,100,100,CONC-G,CONC,,,,H1,,,Y,NONE,F,40.39425,-74.17930556,240,,,,,,,,,,,,,,,PLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ99,1,HELIPORT,13853.3*H,VONAGE,Eastern,NJ,MONMOUTH,HOLMDEL,40.34952778,-74.19058333,110,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,N,,Y-L,,,,,,13853.3*H,NJ,H1,75,75,CONC-E,CONC,NONE,,PERI,H1,,,,,,40.34952778,-74.19058333,110,,,,,,,,,,,RLLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,12/13/2016 0:00,,,,,,,OWNER,12/13/2016 0:00,OWNER,12/13/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
30NJ,FALSE,HELIPORT,13836.7*H,HILLSIDE FARM,Eastern,NJ,MERCER,HOPEWELL,40.39230556,-74.77902778,382,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13836.7*H,NJ,H1,40,40,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
2NJ4,0,HELIPORT,13849.*H,SIX FLAGS GREAT ADVENTURE,Eastern,NJ,OCEAN,JACKSON,40.14613889,-74.43458333,120,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,,,,,,,13849.*H,NJ,H1,94,94,TURF-F,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
JY21,FALSE,HELIPORT,13855.*H,NEW JERSEY TURNPIKE,Eastern,NJ,MIDDLESEX,JAMESBURG,40.3165,-74.49008333,124,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1995,,,,,,N,,Y,,,,,,13855.*H,NJ,H1,70,70,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
05NJ,1,HELIPORT,13861.112*H,PAULUS HOOK PIER,Eastern,NJ,HUDSON,JERSEY CITY,40.71338889,-74.032,7,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y-L,,,,,,13861.112*H,NJ,H1,60,60,CONC-F,CONC,,,PERI,H1,,,,BSC,F,40.71338889,-74.032,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,,,,,,,,FAA-EST,3/3/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
20NJ,1,HELIPORT,13861.03*H,LIBERTY NATIONAL GOLF CLUB,Eastern,NJ,HUDSON,JERSEY CITY,40.69819444,-74.07241667,45,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13861.03*H,NJ,H2,45,45,CONC-G,CONC,,,,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/11/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
20NJ,1,HELIPORT,13861.03*H,LIBERTY NATIONAL GOLF CLUB,Eastern,NJ,HUDSON,JERSEY CITY,40.69819444,-74.07241667,45,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13861.03*H,NJ,H1,45,45,CONC-G,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,3/11/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
77NJ,0,HELIPORT,13861.01*H,LIBERTY STATE PARK,Eastern,NJ,HUDSON,JERSEY CITY,40.69313889,-74.05833333,3,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,,,,,,,13861.01*H,NJ,H1,20,20,ASPH-TURF,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
91NJ,1,HELIPORT,13861.02*H,NEWPORT HELIPORT,Eastern,NJ,HUDSON,JERSEY CITY,40.72452778,-74.02958333,6,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,,,,,,,13861.02*H,NJ,H1,50,50,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
78NJ,0,HELIPORT,13883.*H,HAZLET TOWNSHIP POLICE,Eastern,NJ,MONMOUTH,KEANSBURG,40.42647222,-74.14041667,31,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,,,,,,,13883.*H,NJ,H1,50,50,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
65NJ,1,HELIPORT,13884.02*H,HELO KEARNY,Eastern,NJ,HUDSON,KEARNY,40.73152778,-74.11663889,11,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y-L,,,,,,13884.02*H,NJ,H1,60,60,CONC,CONC,,,PERI,H1,,,,,,40.73152778,-74.11663889,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/3/2011 0:00,,,,,,,ADO,4/6/2017 0:00,ADO,4/6/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
65NJ,1,HELIPORT,13884.02*H,HELO KEARNY,Eastern,NJ,HUDSON,KEARNY,40.73152778,-74.11663889,11,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y-L,,,,,,13884.02*H,NJ,H2,60,60,CONC,CONC,,,PERI,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/3/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ78,0,HELIPORT,13884.*H,KEARNY HELISTOP,Eastern,NJ,HUDSON,KEARNY,40.73702778,-74.07972222,9,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,Y,,Y,,,,,,13884.*H,NJ,H1,85,85,ASPH-F,ASPH,,,,H1,,,,NONE,F,40.73702778,-74.09638889,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
02NJ,1,HELIPORT,13884.6*H,MERCK KENILWORTH CAMPUS,Eastern,NJ,UNION,KENILWORTH,40.67461111,-74.27819444,166,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,,,,,,,,,,Y,,,,,,13884.6*H,NJ,H1,80,80,ROOF-TOP,ROOF,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,6/5/2012 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
4NJ4,0,HELIPORT,13896.01*H,PSE & G TRENTON DISTRIBUTION HELISTOP,Eastern,NJ,MERCER,LAWRENCEVILLE,40.28758333,-74.67541667,85,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1990,,,,,,N,,Y-L,,,,,,13896.01*H,NJ,H1,85,85,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
JY32,1,HELIPORT,13900.*H,BAYSIDE STATE PRISON,Eastern,NJ,CUMBERLAND,LEESBURG,39.24166667,-74.95194444,15,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,12W,2000,,,,,,N,,Y-L,,,,,,13900.*H,NJ,H1,100,120,CONC-G,CONC,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,6/10/2000 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
NJ82,0,HELIPORT,13914.1*H,BAYWAY REFINERY,Eastern,NJ,UNION,LINDEN,40.63619444,-74.23430556,20,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13914.1*H,NJ,H1,1300,700,TURF-F,TURF,,,,H1,,,N,NONE,F,40.63619444,-74.23430556,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
08NJ,1,HELIPORT,13918.01*H,ST BARNABAS MEDICAL CENTER,Eastern,NJ,ESSEX,LIVINGSTON,40.76258333,-74.30402778,429,S,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13918.01*H,NJ,H1,90,90,ASPH,ASPH,,,,H1,,,,,,40.76258333,-74.30402778,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/11/2014 0:00,ADO,6/10/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
NJ27,0,HELIPORT,13920.5*H,WRNJ,Eastern,NJ,MORRIS,LONG VALLEY,40.84647222,-74.80402778,620,S,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y,,,,,,13920.5*H,NJ,H1,200,200,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
21NJ,0,HELIPORT,13936.*H,BERGEN COUNTY POLICE & FIRE ACADEMY,Eastern,NJ,BERGEN,MAHWAH,41.05675,-74.18263889,600,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,,,,,,,13936.*H,NJ,H1,200,150,ASPH-TURF-F,ASPH,,,,H1,,,,NONE,F,41.05675,-74.18263889,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
JY12,1,HELIPORT,13936.01*H,INTL CROSSROADS,Eastern,NJ,BERGEN,MAHWAH,41.10425,-74.16402778,278,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,13W,1985,,,,,,N,,Y,,,,,,13936.01*H,NJ,H1,25,25,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
38NJ,0,HELIPORT,13960.04*H,WJRZ RADIO,Eastern,NJ,OCEAN,MANAHAWKIN,39.69927778,-74.23430556,11,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,123.05,,N,,Y,,,,,,13960.04*H,NJ,H1,480,200,TURF-F,TURF,,,,H1,,,,NONE,F,39.69927778,-74.23430556,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
NJ89,1,HELIPORT,13960.03*H,SOUTHERN OCEAN MEDICAL CENTER,Eastern,NJ,OCEAN,MANAHAWKIN,39.72088889,-74.28308333,55,E,ZNY,ZCN,NEW YORK,MIV,MILLVILLE,N,12W,1985,,,,,,N,,Y-L,,,,,,13960.03*H,NJ,H1,75,75,ASPH,ASPH,,,,H1,,,N,,,39.72088889,-74.28308333,55,,,,,,,,,,,,,,,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/16/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
19NJ,1,HELIPORT,13707.13*H,MICHAELS ORGANIZATION,Eastern,NJ,BURLINGTON,MARLTON,39.91366667,-74.92897222,96,E,ZDC,ZCW,WASHINGTON,MIV,MILLVILLE,N,,,,,,,,,,Y-L,,,,,,13707.13*H,NJ,H1,46,46,CONC-E,CONC,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
