,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,DD_Latitudes,DD_Longitudes,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
144,24424.*A,AIRPORT,89TS,3/24/2022,ASW,TEX,TX,TEXAS,LEON,TX,OAKWOOD,CARTER RANCH,PR,PR,"FARMLAND RESERVE, INC.",8850 FM 1245,"PRAIRIE HILL, TX 76678",254-344-2222,JASON BAGLEY,8850 FM 1245,"PRAIRIE HILL, TX 76678",254-344-2222,31.56687222,-95.76667083,031-34-00.7400N,113640.7400N,095-46-00.0100W,0344760.0150W,E,215.2,E,04E,2005,,HOUSTON,4,E,,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,FDC,N,6/1/1987,O,,,NO OBJECTION,,,,,2,N,,4/27/2021,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,FAA-EST,7/9/2012,FAA-EST IMAGERY,7/9/2012,,,,,,,
145,23635.*A,AIRPORT,CLL,3/24/2022,ASW,TEX,TX,TEXAS,BRAZOS,TX,COLLEGE STATION,EASTERWOOD FLD,PU,PU,TEXAS A&M UNIVERSITY SYSTEM,301 TARROW STREET,"COLLEGE STATION, TX 77840",(979) 775-9900,KEVIN DAVIS,"1 MCKENZIE TERMINAL BLVD, SUITE 112","COLLEGE STATION, TX 77845",(979) 775-9900,30.58804189,-96.36254444,030-35-16.9500N,110116.9508N,096-21-45.1600W,0346905.1600W,E,320.6,S,03E,2020,,HOUSTON,3,SW,700,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,CLL,Y,5/1/1940,O,I B S 07/1973,NGY3,NO OBJECTION,Y,N,N,Y,F,F,2/27/2020,,100LL A A+,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,122.95,118.5,Y,CG,N,,22,3,14,1,0,,,175,,4885,13002,28619,16477,12/31/2021,3RD PARTY SURVEY,7/28/2012,3RD PARTY SURVEY,7/28/2012,,"HGR,TIE","AVNCS,CHTR,INSTR",Y-L,KCLL,Non-Hub,
146,23830.*A,AIRPORT,ELP,3/24/2022,ASW,TEX,TX,TEXAS,EL PASO,TX,EL PASO,EL PASO INTL,PU,PU,CITY OF EL PASO,300 N. CAMPBELL,"EL PASO, TX 79901",(915) 212-0000,SAM RODRIGUEZ,6701 CONVAIR RD,"EL PASO, TX 79925",915-212-0333,31.80733333,-106.3763611,031-48-26.4000N,114506.4000N,106-22-34.9000W,0382954.9000W,E,3961.6,S,08E,2015,,EL PASO,4,NE,6670,ZAB,ZCA,ALBUQUERQUE,ZAB,ZCA,ALBUQUERQUE,N,ABQ,ALBUQUERQUE,,1-800-WX-BRIEF,,,,ELP,Y,11/1/1938,O,I C S 05/1973,NGPRY3,NO OBJECTION,Y,Y,N,Y,F,F,8/23/2021,9/1/1992,100LL A1+,MAJOR,MAJOR,LOW,LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,174,27,5,8,1,,,28302,,16069,6256,23035,9776,6/30/2021,3RD PARTY SURVEY,6/9/2016,3RD PARTY SURVEY,6/9/2016,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KELP,Small,
147,23849.06*A,AIRPORT,71TS,3/24/2022,ASW,TEX,TX,TEXAS,SABINE,TX,FAIRMOUNT,FAIRMOUNT,PR,PR,"FAIRMOUNT AIRPORT, LLC.",623 RAMSEY DRIVE,"HEMPHILL, TX 75948",409-579-3514,CHARLES K. VICTORY,530 ARNOLD PLACE,"HEMPHILL, TX 75948",408-836-5122,31.21865556,-93.70189722,031-13-07.1600N,112387.1600N,093-42-06.8300W,0337326.8300W,E,211,E,,,,HOUSTON,2,NE,,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,,,4/1/2017,O,,,CONDITIONAL,,,,,,N,,11/2/2021,100LL MOGAS,,,,,SS-SR,,N,,,Y,CG,,,8,,,,,,,,,,,,,,OWNER,4/24/2017,OWNER,4/24/2017,,,,Y-L,,,
148,23416.*A,AIRPORT,BPT,3/24/2022,ASW,TEX,TX,TEXAS,JEFFERSON,TX,BEAUMONT/PORT ARTHUR,JACK BROOKS RGNL,PU,PU,JEFFERSON COUNTY,1149 PEARL ST 4TH FLOOR,"BEAUMONT, TX 77701",409-835-8466,ALEX RUPP,5000 JERRY WARE DR SUITE 100,"BEAUMONT, TX 77705",409-719-4900,29.95083333,-94.02069444,029-57-03.0000N,107823.0000N,094-01-14.5000W,0338474.5000W,E,15.4,S,05E,1985,,HOUSTON,9,SE,1799,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,BPT,Y,4/1/1944,O,I A S 05/1973,NGPY3,NO OBJECTION,Y,Y,N,Y,F,F,1/26/2022,,100LL A,MINOR,MINOR,NONE,LOW,SEE RMK,SS-SR,Y,122.95,119.5,Y,CG,N,,41,6,14,4,,,,9,,2162,5567,9869,1039,12/31/2021,NGS,1/14/2004,NGS,1/14/2004,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL",Y-L,KBPT,Non-Hub,
149,23887.2*A,AIRPORT,4T2,3/24/2022,ASW,TEX,TX,TEXAS,TARRANT,TX,FORT WORTH,KENNETH COPELAND,PR,PU,KEN COPELAND MINISTRIES,14355 MORRIS DIDO RD.,"NEWARK, TX 76071",817-252-3501,DAVID MOON,14355 MORRIS DIDO RD,"NEWARK, TX 76071",817-252-3520,32.97763172,-97.49229367,032-58-39.4700N,118719.4742N,097-29-32.2600W,0350972.2572W,E,693,S,04E,2015,,DALLAS-FT WORTH,18,NW,,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,FTW,Y,3/1/1981,O,,,NO OBJECTION,,,,,S,C,4/21/2019,8/12/1993,,,,,,SEE RMK,SS-SR,N,123.075,123.075,N,CG,N,,3,,2,,,,,,,,1800,900,,12/31/2018,3RD PARTY SURVEY,7/25/2011,3RD PARTY SURVEY,7/25/2011,,,,Y-L,,,
150,24780.*A,AIRPORT,GYI,3/24/2022,ASW,TEX,TX,TEXAS,GRAYSON,TX,SHERMAN/DENISON,NORTH TEXAS RGNL/PERRIN FLD,PU,PU,GRAYSON COUNTY,COUNTY COURTHOUSE,"SHERMAN, TX 75090",903-813-4228,MIKE LIVEZEY,4700 AIRPORT DR,"DENISON, TX 75020",903-786-2904,33.71419111,-96.67435972,033-42-51.0900N,121371.0880N,096-40-27.6900W,0348027.6950W,E,749.3,S,06E,1995,,DALLAS-FT WORTH,4,W,1410,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,GYI,Y,12/1/1941,O,,NGPY,NO OBJECTION,N,N,N,Y,S,S,1/14/2020,,100LL A,MAJOR,MAJOR,HIGH,,SEE RMK,SS-SR,Y,,120.575,Y,CG,N,,67,7,2,3,2,0,0,,,138,44099,35522,209,12/31/2015,NGS,3/18/2009,NGS,3/18/2009,,"HGR,TIE",INSTR,Y-L,KGYI,,Regional
151,24537.*A,AIRPORT,PIL,3/24/2022,ASW,TEX,TX,TEXAS,CAMERON,TX,PORT ISABEL,PORT ISABEL-CAMERON COUNTY,PU,PU,CAMERON COUNTY,"COUNTY COURTHOUSE, 1100 E. MONROE","BROWNSVILLE, TX 78520",956-544-0830,JOE VEGA,33174 STATE PARK RD 100  SOUTH,"SOUTH PADRE ISLAND, TX 78597",(956) 761-3700,26.16619444,-97.34588889,026-09-58.3000N,094198.3000N,097-20-45.2000W,0350445.2000W,E,18.6,S,05E,2010,,BROWNSVILLE,10,NW,826,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,PIL,Y,10/1/1943,O,,NPY,NOT ANALYZED,N,N,N,Y,S,C,1/13/2017,,100LL A,MINOR,MINOR,,LOW,SS-SR,SS-SR,N,122.8,122.8,Y,CG,N,,16,3,0,1,0,0,0,,,20,2400,11000,16000,1/11/2017,3RD PARTY SURVEY,4/3/2007,3RD PARTY SURVEY,4/3/2007,,"HGR,TIE","CARGO,CHTR,INSTR,PAJA,RNTL,SALES",Y,KPIL,,Local
152,24243.6*A,AIRPORT,8XS8,3/24/2022,ASW,TEX,TX,TEXAS,LUBBOCK,TX,LUBBOCK,REESE AIRPARK,PR,PR,LUBBOCK REESE REDEVELOPMENT AUTH,9801 REESE BLVD SUITE 200,"LUBBOCK, TX 79416",806-885-6592,MURVAT MUSA,9801 REESE BLVD SUITE 200,"LUBBOCK, TX 79416",806-885-6592,33.59476164,-102.0434179,033-35-41.1400N,120941.1419N,102-02-36.3000W,0367356.3043W,E,3338,E,08E,2000,,ALBUQUERQUE,10,W,1700,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,,,2/1/2002,O,,,NO OBJECTION,,,,,2,N,,10/11/2021,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,FAA OE/AAA,4/2/2021,FAA OE/AAA,4/2/2021,,,,,,,
153,23882.2*A,AIRPORT,GRK,3/24/2022,ASW,TEX,TX,TEXAS,BELL,TX,FORT HOOD/KILLEEN,ROBERT GRAY AAF,MR,PU,US ARMY AERONAUTICAL SVCS AGENCY,,"FT BELVOIR, VA 22060",,MICHAEL WILSON,"8101 S CLEAR CREEK RD, BOX C","KILLEEN, TX 76549",254-501-8701,31.06725,-97.82891667,031-04-02.1000N,111842.1000N,097-49-44.1000W,0352184.1000W,E,1015.2,S,04E,2020,,SAN ANTONIO,6,SW,,ZHU,ZCH,HOUSTON,ZFW,ZCF,FORT WORTH,N,SJT,SAN ANGELO,,1-800-WX-BRIEF,,,,GRK,Y,,O,I E S 08/1990,NGY,NO OBJECTION,N,,Y,N,F,F,5/19/2021,3/1/1976,A,,,,,SS-SR,SS-SR,Y,,120.75,N,SCG,,,,1,6,,,40,,9941,,,,1102,73587,4/30/2021,3RD PARTY SURVEY,3/13/2016,3RD PARTY SURVEY,3/13/2016,,,,Y,KGRK,Non-Hub,
154,23915.*A,AIRPORT,GLS,3/24/2022,ASW,TEX,TX,TEXAS,GALVESTON,TX,GALVESTON,SCHOLES INTL AT GALVESTON,PU,PU,CITY OF GALVESTON,PO BOX 779,"GALVESTON, TX 77552",(409) 797-2590,MIKE SHAHAN,2115 TERMINAL DRIVE,"GALVESTON, TX 77554",(409) 797-3590,29.26533333,-94.86041667,029-15-55.2000N,105355.2000N,094-51-37.5000W,0341497.5000W,E,5.6,S,02E,2015,,HOUSTON,3,SW,966,ZHU,ZCH,HOUSTON,ZHU,ZCH,HOUSTON,N,CXO,MONTGOMERY COUNTY,,1-800-WX-BRIEF,,,,GLS,Y,8/1/1938,O,,NGPY3,NO OBJECTION,N,Y,N,Y,S,S,5/4/2017,,100LL A,MINOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,123.05,120.575,Y,CG,N,,86,8,8,29,0,0,0,10,,5712,8836,13879,1619,9/30/2019,3RD PARTY SURVEY,1/15/2014,3RD PARTY SURVEY,1/15/2014,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,KGLS,,Regional
155,25029.*A,AIRPORT,SPS,3/24/2022,ASW,TEX,TX,TEXAS,WICHITA,TX,WICHITA FALLS,SHEPPARD AFB/WICHITA FALLS MUNI,MA,PU,UNITED STATES AIR FORCE.,SHEPPARD AFB,"WICHITA FALLS, TX 76311",,JON WALTJEN,"4000 ARMSTRONG DR, STE 8","WICHITA FALLS, TX 76305",940-676-7119,33.98880056,-98.4919025,033-59-19.6800N,122359.6820N,098-29-30.8500W,0354570.8490W,E,1019.1,S,05E,2010,,DALLAS-FT WORTH,5,N,3800,ZFW,ZCF,FORT WORTH,ZFW,ZCF,FORT WORTH,N,FTW,FORT WORTH,,1-800-WX-BRIEF,,,,SPS,Y,,O,I B S 05/1973,NGY,NOT ANALYZED,N,N,Y,N,F,F,10/30/2020,,100LL A,MINOR,MINOR,NONE,,SEE RMK,SS-SR,Y,122.95,119.75,N,CG,N,,3,9,1,,,200,,3265,,,1375,1262,196132,9/30/2020,MILITARY,7/27/2018,MILITARY,7/27/2018,,TIE,,Y-L,KSPS,Non-Hub,
156,25905.*A,AIRPORT,ORF,3/24/2022,AEA,DCA,VA,VIRGINIA,NORFOLK,VA,NORFOLK,NORFOLK INTL,PU,PU,NORFOLK AIRPORT AUTH,2200 NORVIEW AVE,"NORFOLK, VA 23518-5807",757-857-3351,"ROBERT BOWEN, EXEC DIR",2200 NORVIEW AVE,"NORFOLK, VA 23518-5807",757-857-3344,36.89460417,-76.20122917,036-53-40.5800N,132820.5750N,076-12-04.4300W,0274324.4250W,E,26.4,S,09W,1985,,WASHINGTON,3,NE,1300,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,ORF,Y,3/1/1938,O,I C S 05/1973,NGHRY3,NOT ANALYZED,N,Y,N,Y,F,F,6/14/2021,,100LL A,MINOR,MINOR,LOW,HIGH/LOW,SS-SR,SS-SR,Y,,,N,CG,Y,,44,10,29,2,,,,25282,,8850,237,12886,422,12/31/2018,3RD PARTY SURVEY,9/17/2017,3RD PARTY SURVEY,9/17/2017,,"HGR,TIE","AVNCS,CARGO,CHTR,INSTR",Y-L,KORF,Small,
157,26047.8*A,AIRPORT,WAL,3/24/2022,AEA,DCA,VA,VIRGINIA,ACCOMACK,VA,WALLOPS ISLAND,WALLOPS FLIGHT FACILITY,PU,PR,NASA,WALLOPS FLIGHT FACILITY,"WALLOPS ISLAND, VA 23337",757-824-1240,ED SUDENDORF,WALLOPS FLIGHT FACILITY,"WALLOPS ISLAND, VA 23337",757-824-1250,37.94019444,-75.46638889,037-56-24.7000N,136584.7000N,075-27-59.0000W,0271679.0000W,E,40.2,S,11W,2015,,WASHINGTON,5,S,617,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,WAL,Y,7/1/1943,O,,,NOT ANALYZED,N,N,N,N,2,N,,6/7/2007,A,NONE,NONE,,,,SEE RMK,Y,,126.5,N,CG,N,,,8,2,1,,,,,,,,,,,FAA,5/17/2013,3RD PARTY SURVEY,8/20/2009,,,,Y-L,KWAL,,
158,25385.*A,AIRPORT,BTV,3/24/2022,ANE,NONE,VT,VERMONT,CHITTENDEN,VT,BURLINGTON,BURLINGTON INTL,PU,PU,CITY OF BURLINGTON,CITY HALL,"BURLINGTON, VT 05401",802-865-7272,NICOLAS LONGO,1200 ARPT DR NO 1,"SOUTH BURLINGTON, VT 05403",802-863-2874,44.471955,-73.15327611,044-28-19.0400N,160099.0380N,073-09-11.7900W,0263351.7940W,E,334.6,S,15W,2005,,MONTREAL,3,E,942,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,BTV,Y,9/1/1937,O,I B S 05/1973,NGY3P,CONDITIONAL,Y,Y,,Y,F,F,7/21/2021,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,118.3,N,CG,Y,,71,10,11,5,,10,1,4934,,8083,21385,26280,3866,6/30/2021,3RD PARTY SURVEY,6/18/2018,3RD PARTY SURVEY,6/18/2018,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L,KBTV,Small,
159,26432.*A,AIRPORT,TCM,3/24/2022,ANM,SEA,WA,WASHINGTON,PIERCE,WA,TACOMA,MCCHORD FLD (JOINT BASE LEWIS-MCCHORD),MA,PR,USAF,"62 AIR BASE GP, MCCHORD AFB","TACOMA, WA 98438",,BASE OPERATIONS,"62 AIR BASE GP, MCCHORD AFB","TACOMA, WA 98438",253-982-5611,47.13767778,-122.476475,047-08-15.6400N,169695.6400N,122-28-35.3100W,0440915.3100W,E,322,E,15E,2020,,SEATTLE,3,S,,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,TCM,Y,8/1/1938,O,,,NOT ANALYZED,Y,N,N,N,,N,,10/9/2012,,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,,,N,CG,,,,,,,,,,,,,,,,,MILITARY,12/21/2011,MILITARY,12/21/2011,,,,,KTCM,,
160,26381.*A,AIRPORT,RNT,3/24/2022,ANM,SEA,WA,WASHINGTON,KING,WA,RENTON,RENTON MUNI,PU,PU,CITY OF RENTON,1055 SOUTH GRADY WAY,"RENTON, WA 98055",425-430-6400,DAVID DECOTEAU,"616 WEST PERIMETER ROAD, UNIT A","RENTON, WA 98057",(425) 430-7471,47.49313889,-122.21575,047-29-35.3000N,170975.3000N,122-12-56.7000W,0439976.7000W,E,32,S,17E,2010,1218,SEATTLE,0,NW,170,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,RNT,Y,4/1/1945,O,,NGPY,NOT ANALYZED,N,Y,N,Y,S,S,6/29/2021,,100LL A A+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,124.7,N,CG,N,,248,18,7,7,0,0,0,148,,2136,79775,50032,372,1/31/2021,3RD PARTY SURVEY,4/20/2015,3RD PARTY SURVEY,4/20/2015,,TIE,"AVNCS,BCHGR,CHTR,INSTR,RNTL",Y-L,KRNT,,Regional
161,26210.*A,AIRPORT,PAE,3/24/2022,ANM,SEA,WA,WASHINGTON,SNOHOMISH,WA,EVERETT,SNOHOMISH COUNTY (PAINE FLD),PU,PU,SNOHOMISH COUNTY,3000 ROCKEFELLER AVE.,"EVERETT, WA 98201",425-388-3411,ARIF GHOUSE,3220 100TH ST SW,"EVERETT, WA 98204",(425) 388-5100,47.90731806,-122.2820939,047-54-26.3500N,172466.3450N,122-16-55.5400W,0440215.5380W,E,606.9,S,16E,2020,,SEATTLE,6,SW,1315,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PAE,Y,11/1/1938,O,I B S 11/1974,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,3/16/2020,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,Y,122.95,132.95,Y,CG,Y,,478,52,18,4,0,0,1,2917,,1091,56589,53908,696,12/31/2018,3RD PARTY SURVEY,10/21/2020,3RD PARTY SURVEY,10/21/2020,,"HGR,TIE","AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KPAE,Non-Hub,
162,26416.*A,AIRPORT,GEG,3/24/2022,ANM,SEA,WA,WASHINGTON,SPOKANE,WA,SPOKANE,SPOKANE INTL,PU,PU,SPOKANE COUNTY-CITY,"ARPT BOARD, 9000 W AIRPORT DRIVE","SPOKANE, WA 99224",509-455-6455,LAWRENCE J KRAUTER,"9000 W AIRPORT DR., SUITE 204","SPOKANE, WA 99224",(509) 455-6418,47.61902778,-117.5352222,047-37-08.5000N,171428.5000N,117-32-06.8000W,0423126.8000W,E,2385,S,14E,2020,,SEATTLE,5,SW,6140,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,GEG,Y,8/1/1943,O,I C S 05/1973,NGPY,NOT ANALYZED,Y,N,N,Y,F,F,4/16/2021,,100 100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,N,,36,10,12,2,,,,46134,,7423,4489,7906,2304,1/1/2019,3RD PARTY SURVEY,3/1/2012,3RD PARTY SURVEY,3/1/2012,,"HGR,TIE","AFRT,AVNCS,CARGO,INSTR,RNTL,SALES",Y-L,KGEG,Small,
163,26440.*A,AIRPORT,2S0,3/24/2022,ANM,SEA,WA,WASHINGTON,OKANOGAN,WA,TWISP,TWISP MUNI,PU,PU,TOWN OF TWISP,"P.O. BOX 278, TOWN HALL, 118 S GLOVER","TWISP, WA 98856",509-997-4081,ANDREW DURHAM,P.O. BOX 278,"TWISP, WA 98856",(509) 997-1311,48.35058528,-120.0939508,048-21-02.1100N,174062.1070N,120-05-38.2200W,0432338.2230W,E,1602,E,20E,1985,,SEATTLE,1,SE,40,ZSE,ZCS,SEATTLE,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,10/1/1945,O,,,NOT ANALYZED,N,N,N,N,S,S,9/1/2021,,,NONE,NONE,,,SEE RMK,SEE RMK,N,,122.9,N,CG,N,,30,1,,,,,,,,100,4500,3000,100,12/31/2020,STATE,7/29/2005,STATE,7/29/2005,,TIE,INSTR,Y,,,
164,27170.*A,AIRPORT,EAU,3/24/2022,AGL,CHI,WI,WISCONSIN,CHIPPEWA,WI,EAU CLAIRE,CHIPPEWA VALLEY RGNL,PU,PU,EAU CLAIRE COUNTY,721 OXFORD AVE,"EAU CLAIRE, WI 54701",715-839-4900,CHARITY ZICH,3800 STARR AVE,"EAU CLAIRE, WI 54703",715-839-4900,44.86580556,-91.48425,044-51-56.9000N,161516.9000N,091-29-03.3000W,0329343.3000W,E,913.1,S,01E,1995,,GREEN BAY,3,N,1100,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,EAU,Y,11/1/1944,O,I A S 05/1973,NGY3,NO OBJECTION,N,N,N,Y,F,F,11/6/2018,,100LL A,MAJOR,MAJOR,LOW,,SEE RMK,SS-SR,Y,122.95,118.575,Y,CG,N,,60,10,15,2,,1,,60,,2364,3771,13526,434,12/31/2017,3RD PARTY SURVEY,4/14/2015,3RD PARTY SURVEY,4/14/2015,,"HGR,TIE","AFRT,AMB,CHTR,INSTR,RNTL,SALES",Y-L,KEAU,Non-Hub,
165,27388.*A,AIRPORT,MKE,3/24/2022,AGL,CHI,WI,WISCONSIN,MILWAUKEE,WI,MILWAUKEE,GENERAL MITCHELL INTL,PU,PU,MILWAUKEE COUNTY,907 N 10TH ST,"MILWAUKEE, WI 53233",414-747-5300,BRIAN DRANZIK,5300 S HOWELL AVE,"MILWAUKEE, WI 53207",414-747-5300,42.94693194,-87.89706444,042-56-48.9500N,154608.9550N,087-53-49.4300W,0316429.4320W,E,728.4,S,04W,2020,,CHICAGO,5,S,2180,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,MKE,Y,,O,I C S 05/1973,NGY3,NO OBJECTION,N,Y,N,Y,F,F,6/13/2019,,100LL A,MAJOR,MAJOR,NONE,HIGH,,,Y,122.95,,N,CG,N,,25,29,26,,,10,,36916,,20789,70,8076,1713,4/30/2020,FAA-EST,2/6/2020,3RD PARTY SURVEY,9/19/2018,,HGR,"AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KMKE,Medium,
166,27286.1*A,AIRPORT,ENW,3/24/2022,AGL,CHI,WI,WISCONSIN,KENOSHA,WI,KENOSHA,KENOSHA RGNL,PU,PU,CITY OF KENOSHA,625 52ND ST,"KENOSHA, WI 53140",(262) 653-4159,COREY REED,9900 52ND ST,"KENOSHA, WI 53144",262-653-4161,42.59606333,-87.92732361,042-35-45.8300N,153345.8280N,087-55-38.3600W,0316538.3650W,E,742.6,S,02W,1990,,CHICAGO,4,W,974,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,ENW,Y,5/1/1959,O,,NGY,NO OBJECTION,N,Y,N,Y,F,S,6/18/2019,,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.6,Y,CG,N,,144,18,21,6,1,0,0,22,,3342,28189,23381,229,6/18/2019,FAA-EST,2/12/2021,3RD PARTY SURVEY,11/9/2020,,"HGR,TIE","AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y,KENW,,National
167,26744.*A,AIRPORT,MRB,3/24/2022,AEA,BKW,WV,WEST VIRGINIA,BERKELEY,WV,MARTINSBURG,EASTERN WV RGNL/SHEPHERD FLD,PU,PU,EASTERN WVA REG ARPT AUTH,170 AVIATION WAY RM 105,"MARTINSBURG, WV 25405",304-263-2106,NEIL R. DORAN,"170 AVIATION WAY, STE 105","MARTINSBURG, WV 25405",304-263-2106,39.40235681,-77.98299908,039-24-08.4800N,141848.4845N,077-58-58.8000W,0280738.7967W,E,564.8,S,08W,1980,,WASHINGTON,4,S,1017,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,DCA,LEESBURG,,1-800-WX-BRIEF,,,,MRB,Y,6/1/1938,O,,NGY,NOT ANALYZED,N,N,N,Y,S,C,8/24/2020,,100LL A A++,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,Y,122.95,124.3,N,CG,Y,,87,10,0,1,0,8,0,0,,2041,18008,23020,4394,12/31/2021,FAA,2/13/2013,3RD PARTY SURVEY,9/29/2009,,"HGR,TIE","AMB,CHTR,INSTR,RNTL",Y-L,KMRB,,Local
168,90001.*A,AIRPORT,CYXX,3/24/2022,,NONE,,,"B.C., CANADA",CN,ABBOTSFORD,ABBOTSFORD,PU,PU,,,,,,,,,49.02527778,-122.36,049-01-31.0000N,176491.0000N,122-21-36.0000W,0440496.0000W,E,194,E,19E,,,SEATTLE,2,SW,,ZVR,ZVR,VANCOUVER,ZVR,ZVR,VANCOUVER,,YKA,KAMLOOPS FIC,,,,,,CYXX,Y,3/1/2005,O,,,,Y,,,,,N,,,100LL A,MAJOR,MAJOR,,,,,Y,,,,CG,,,,,,,,,,,,,,,,,FAA,1/13/2012,FAA,1/13/2012,,,,,,,
